mls,home_type,status,address,city,zip,county,list_price,close_price,area,subdivision,market_area,school_dist_no,school_district,elementary,middle,high_school,bldg_sf,psf,psf_sold,year,bedrooms,full_baths,total_baths,fireplaces,stories,garages,style,dom
48644133,Rental,Sold,7910 Avenue B  #B,Houston,77012,Harris,1200,1200,4,Magnolia Park Sec 02,East End Revitalized,27,Houston,GALLEGOS ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,MILBY HIGH SCHOOL,836,1.44,1.44,2017,2,1,1,0,2,1,"Traditional, Victorian",49
89401002,Rental,Sold,9707 Richmond Avenue #73,Houston,77042,Harris,995,995,22,Doma Chase Condo,Westchase Area,2,Alief,SNEED ELEMENTARY SCHOOL,O'DONNELL MIDDLE SCHOOL,AISD DRAW,836,1.19,1.19,1978,1,1,1,1,1,0,"Traditional, Victorian",7
78075206,Rental,Sold,1115 Omar Street #B,Houston,77009,Harris,1300,1250,9,Norhill Add,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,837,1.55,1.49,1948,2,1,1,0,1,0,Traditional,69
85198459,Rental,Pending,2333 Bering Drive #301,Houston,77057,Harris,995,,22,PARK REGENCY COND,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,837,1.19,,1983,1,1,1,1,1,1,Traditional,17
65565065,Rental,Sold,2300 Old Spanish Trail #1127,Houston,77054,Harris,1150,1150,17,RIVERWALK CONDO PH 1 2 & 3,Medical Center Area,27,Houston,WHIDBY ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),838,1.37,1.37,1983,2,1,1,0,1,0,Contemporary/Modern,216
97174896,Rental,Sold,2300 Old Spanish Trail #2119,Houston,77054,Harris,1000,1000,17,Riverwalk Condo Ph 03,Medical Center Area,27,Houston,WHIDBY ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),838,1.19,1.19,1983,1,1,1,1,1,0,Contemporary/Modern,24
41476731,Rental,Sold,2300 Old Spanish Trail #2130,Houston,77054,Harris,1100,1100,17,Riverwalk Condo Ph 02,Medical Center Area,27,Houston,WHIDBY ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),838,1.31,1.31,1983,1,1,1,1,1,0,"Traditional, Victorian",32
47143601,Rental,Sold,2300 Old Spanish Trail #2023,Houston,77054,Harris,1100,1000,17,Riverwalk Condo Ph 01,Medical Center Area,27,Houston,WHIDBY ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),838,1.31,1.19,1983,1,1,1,1,2,0,Mediterranean,83
17617068,Rental,Sold,806 Jackson Hill Street #101,Houston,77007,Harris,1495,1495,16,Flats on Jackson Hill II,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,840,1.78,1.78,2006,1,1,1,0,1,0,Contemporary/Modern,45
92738487,Rental,Sold,2009 Stoney Brook Drive #9A,Houston,77063,Harris,1360,1325,22,Woodway Th Condo,Charnwood/Briarbend,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,840,1.62,1.58,1965,1,1,1,0,1,0,Other Style,42
98387547,Rental,Sold,1529 Wirt Road #75,Houston,77055,Harris,1350,1450,24,Village Woods Condo,Spring Branch,49,Spring Branch,VALLEY OAKS ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,MEMORIAL HIGH SCHOOL (SPRING BRANCH),840,1.61,1.73,1962,2,1,1,0,1,0,Traditional,73
76109864,Rental,Sold,1529 Wirt Road #59,Houston,77055,Harris,900,900,24,Village Woods Condo,Spring Branch,49,Spring Branch,VALLEY OAKS ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,MEMORIAL HIGH SCHOOL (SPRING BRANCH),840,1.07,1.07,1972,2,1,1,0,1,0,"Traditional, Victorian",27
32666042,Rental,Sold,2107 Sherwin Street,Houston,77007,Harris,1250,1250,9,Tracy Lofts,Cottage Grove,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,840,1.49,1.49,1931,2,1,1,0,1,2,Traditional,10
5583941,Rental,Sold,9009 Richmond Avenue #604,Houston,77063,Harris,1200,1200,22,Woodbridge Crossing Condo,Briarmeadow/Tanglewilde,27,Houston,EMERSON ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,840,1.43,1.43,1977,2,1,1,1,1,0,Traditional,53
26525938,Rental,Sold,402 Avondale Street,Houston,77006,Harris,1400,1400,16,Montrose,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),840,1.67,1.67,1922,1,1,1,1,1,0,"Traditional, Victorian",36
80954931,Rental,Sold,2626 Holly Hall Street #701,Houston,77054,Harris,875,875,17,Richmond Manor Condo Ph 02,Medical Center Area,27,Houston,WHIDBY ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,841,1.04,1.04,1985,2,1,1,0,1,0,"Traditional, Victorian",37
40555048,Rental,Sold,2626 Holly Hall Street #702,Houston,77054,Harris,1100,1250,17,Richmond Manor Condo Ph 02,Medical Center Area,27,Houston,WHIDBY ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,841,1.31,1.49,1985,2,1,1.1,0,1,0,"Traditional, Victorian",39
24302450,Rental,Sold,2601 Bellefontaine Street #C319,Houston,77025,Harris,1075,1075,17,Barclay Condo Ph 03,Braeswood Place,27,Houston,TWAIN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),842,1.28,1.28,1960,1,1,1,0,1,0,Other Style,10
87727957,Rental,Sold,918.5 Peden Street #B,Houston,77006,Harris,950,950,16,Rosemont Heights Ext,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),846,1.12,1.12,1930,1,1,1,0,2,1,Traditional,52
9953230,Rental,Pend Cont to Show,2350 Westcreek Lane #1307,Houston,77027,Harris,1305,,16,Houston Venture,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),847,1.54,,1994,1,1,1,0,1,0,Contemporary/Modern,21
96329028,Rental,Sold,1601 S Shepherd Drive #222,Houston,77019,Harris,1475,1475,16,River Oaks Gardens Condo,River Oaks Shopping Area,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),847,1.74,1.74,1978,1,1,1.1,1,1,0,Traditional,14
85729121,Rental,Pending,1601 S Shepherd  #256,Houston,77019,Harris,1200,,16,River Oaks Gardens Condo,River Oaks Shopping Area,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),847,1.42,,1978,1,1,1.1,1,1,0,"Traditional, Victorian",66
91534820,Rental,Sold,935 Byrne Street #8,Houston,77009,Harris,1050,1050,9,John Austin Surv Abs 1,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,850,1.24,1.24,1963,2,1,1,0,1,0,Traditional,7
51668542,Rental,Sold,935 Byrne Street #15,Houston,77009,Harris,954,954,9,John Austin Surv Abs 1,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,850,1.12,1.12,1963,2,1,1,0,1,0,Traditional,18
73863098,Rental,Sold,2202 Huldy Street #1,Houston,77019,Harris,950,950,16,Hyde Park Main 4,River Oaks Shopping Area,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),850,1.12,1.12,1945,1,1,1,0,1,0,Traditional,81
33002032,Rental,Sold,835 Heights Boulevard #38,Houston,77007,Harris,1500,1500,9,Houston Heights,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,850,1.76,1.76,1960,2,1,1,0,1,0,"Traditional, Victorian",109
64013573,Rental,Sold,802 Columbia Street #3,Houston,77007,Harris,1150,1125,9,Houston Heights,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,850,1.35,1.32,1920,1,1,1,0,1,0,"Traditional, Victorian",46
65832147,Rental,Sold,1100 Augusta Drive #87,Houston,77057,Harris,1250,1300,22,Woods/Augusta Twnhm,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,850,1.47,1.53,1976,1,1,1,0,1,0,"Traditional, Victorian",91
24791570,Rental,Sold,608 E 29th Street #B,Houston,77008,Harris,900,1050,9,Sunset Heights,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,850,1.06,1.24,1925,1,1,1,0,1,0,"Traditional, Victorian",41
78755650,Rental,Sold,413 W Clay  #4,Houston,77019,Harris,895,895,16,Alden Place,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),850,1.05,1.05,1932,1,1,1,0,1,0,"Traditional, Victorian",52
11439456,Rental,Pending,2100 Welch Street #C312,Houston,77019,Harris,1250,,16,Renaissance at River Oaks,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),850,1.47,,1992,1,1,1,0,1,1,Traditional,140
23204562,Rental,Sold,5925 Almeda Road #11215,Houston,77004,Harris,2195,1850,17,Mosaic On Hermann Park,Medical Center Area,27,Houston,POE ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),850,2.58,2.18,2006,1,1,1.1,0,1,1,"Traditional, Victorian",22
39535240,Rental,Sold,4714 Sharon Street,Houston,77020,Harris,1190,1190,2,Pinecrest Court Add 02,Denver Harbor,27,Houston,HENDERSON N ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,850,1.4,1.4,1939,2,1,1,0,1,1,"Traditional, Victorian",122
94750322,Rental,Sold,3210 Lake Street #3,Houston,77098,Harris,895,895,16,David Crockett R/P,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),850,1.05,1.05,1955,1,1,1,0,2,0,"Traditional, Victorian",59
33364179,Rental,Sold,2710 Connorvale Road #1,Houston,77039,Harris,995,995,34,Castlewood Sec 04,Aldine Area,1,Aldine,RAYMOND ACADEMY,MEAD MIDDLE SCHOOL,MACARTHUR HIGH SCHOOL (ALDINE),850,1.17,1.17,1970,2,1,1,0,2,1,Other Style,34
68206695,Rental,Sold,918 Heights Boulevard #10,Houston,77008,Harris,999,999,9,Houston Heights,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,850,1.18,1.18,1955,1,1,1.1,0,2,1,"Traditional, Victorian",3
89410110,Rental,Pending,915 Columbia Street #A,Houston,77008,Harris,1500,,9,Houston Heights,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,850,1.76,,1920,2,1,1,0,2,1,"Traditional, Victorian",49
16253027,Rental,Sold,1011 Wood Street #303A,Houston,77002,Harris,1300,1300,9,Nsbb,Downtown - Houston,27,Houston,BRUCE ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,850,1.53,1.53,1923,1,1,1,0,3,2,Contemporary/Modern,16
38169230,Rental,Sold,1111 Banks Street #4,Houston,77006,Harris,1200,1200,17,Turner N P,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),850,1.41,1.41,1939,1,1,1,1,1,0,"Traditional, Victorian",151
82274031,Rental,Sold,1601 S Shepherd Drive #19,Houston,77019,Harris,1375,1375,16,River Oaks Gardens Condo,River Oaks Shopping Area,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),850,1.62,1.62,1978,1,1,1,1,2,0,"Traditional, Victorian",1
40915746,Rental,Sold,3714 Yupon Street #A,Houston,77006,Harris,1250,1250,16,Montrose,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),850,1.47,1.47,1960,2,1,1,1,2,1,"Traditional, Victorian",13
79094723,Rental,Sold,1601 S Shepherd Drive #23,Houston,77019,Harris,1350,1300,16,River Oaks Gardens Condo,River Oaks Shopping Area,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),850,1.59,1.53,1978,1,1,1,1,2,1,Traditional,20
81078903,Rental,Sold,10110 Forum Park Drive #245,Houston,77036,Harris,750,750,21,Sugar Branch Condo Ph 01,Sharpstown Area,2,Alief,BEST ELEMENTARY SCHOOL,OLLE MIDDLE SCHOOL,AISD DRAW,852,0.88,0.88,1978,1,1,1,0,1,0,Traditional,14
28687301,Rental,Sold,6614 Teluco Street,Houston,77055,Harris,1500,1500,24,Westview Terrace Sec 02,Spring Branch,49,Spring Branch,HOUSMAN ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,852,1.76,1.76,1951,2,1,1,0,1,1,Traditional,5
68810296,Rental,Sold,11019 Crenchrus Court,Houston,77086,Harris,925,925,11,Lincoln Green South Sec 01,Aldine Area,1,Aldine,CARMICHAEL ELEMENTARY SCHOOL,SHOTWELL MIDDLE SCHOOL,DAVIS HIGH SCHOOL (ALDINE),852,1.09,1.09,1981,1,1,1,1,1,0,Traditional,10
45696889,Rental,Sold,712 Memorial Mews Street #B,Houston,77079,Harris,1145,1140,23,Meadows/Memorial,Energy Corridor,30,Katy,WOLFE ELEMENTARY SCHOOL,MEMORIAL PARKWAY JUNIOR HIGH SCHOOL,TAYLOR HIGH SCHOOL (KATY),852,1.34,1.34,1980,2,2,2,1,2,0,"Traditional, Victorian",192
33453095,Rental,Sold,1919 Post Oak Park Drive #3109,Houston,77027,Harris,1105,1105,16,N/A,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),853,1.3,1.3,1995,1,1,1,0,1,0,"Traditional, Victorian",35
46495887,Rental,Sold,1919 Post Oak Park Drive #5103,Houston,77027,Harris,1105,1105,16,N/A,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),853,1.3,1.3,1995,1,1,1,0,1,0,"Traditional, Victorian",23
42744472,Rental,Sold,7225 Howton Street,Houston,77028,Harris,1150,1150,2,Homestead Sec 02,Northeast Houston,27,Houston,MCGOWEN ELEMENTARY SCHOOL (HOUSTON),KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,854,1.35,1.35,1950,2,1,1,0,1,0,"Traditional, Victorian",22
3036775,Rental,Sold,9201 Clarewood Drive #320,Houston,77036,Harris,900,900,21,Louisville Court Condo,Sharpstown Area,2,Alief,COLLINS ELEMENTARY SCHOOL (ALIEF),ALIEF MIDDLE SCHOOL,AISD DRAW,856,1.05,1.05,1979,2,1,1,0,1,0,"Traditional, Victorian",10
81660509,Rental,Pending,2000 Bagby Street #13439,Houston,77002,Harris,1700,,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,857,1.98,,2004,1,1,1.1,0,2,2,Contemporary/Modern,99
89674360,Rental,Sold,9200 Westheimer Road #1211,Houston,77063,Harris,1225,1225,22,PINEY POINT PL,Memorial West,27,Houston,EMERSON ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,858,1.43,1.43,2003,1,1,1.1,0,3,1,Contemporary/Modern,26
31744767,Rental,Sold,9200 Westheimer Road #1113,Houston,77063,Harris,1275,1275,22,Piney Point Place Condos,Memorial West,27,Houston,EMERSON ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,858,1.49,1.49,2003,1,1,1.1,0,3,1,Traditional,56
91684673,Rental,Sold,9200 Westheimer Road #1805,Houston,77063,Harris,1300,1300,22,Piney Point Place Condos,Memorial West,27,Houston,EMERSON ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,858,1.52,1.52,2003,1,1,1.1,0,3,1,Traditional,3
90274944,Rental,Sold,9200 Westheimer Road #1103,Houston,77063,Harris,1250,1250,22,Piney Point Place Condo,Memorial West,27,Houston,EMERSON ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,858,1.46,1.46,2003,1,1,1.1,0,3,1,"Traditional, Victorian",35
53071393,Rental,Sold,9200 Westheimer Road #1213,Houston,77063,Harris,1300,1300,22,Piney Point Place Condo,Memorial West,27,Houston,EMERSON ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,858,1.52,1.52,2003,1,1,1.1,0,3,1,"Traditional, Victorian",11
75214772,Rental,Sold,9200 Westheimer Road #1908,Houston,77063,Harris,1225,1225,22,Piney Point Place Condo,Memorial West,27,Houston,EMERSON ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,858,1.43,1.43,2003,1,1,1.1,0,3,1,"Traditional, Victorian",17
12558472,Rental,Sold,3333 Cummins Street #817,Houston,77027,Harris,1049,1049,16,Ac Reynolds Surv Abs 61,Greenway Plaza,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),859,1.22,1.22,1963,2,1,1.1,0,2,1,"Traditional, Victorian",78
50971171,Rental,Sold,2400 N Braeswood Boulevard #258,Houston,77030,Harris,1150,1150,17,Brentwood Condo,Rice/Museum District,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),860,1.34,1.34,1977,1,1,1,0,1,0,"Traditional, Victorian",190
5984474,Rental,Sold,12707 Boheme Drive #403,Houston,77024,Harris,1300,1325,23,Memorial Bend Place Condo,Memorial West,49,Spring Branch,RUMMEL CREEK ELEMENTARY SCHOOL,MEMORIAL MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),860,1.51,1.54,2002,1,1,1,0,2,1,Traditional,74
27159041,Rental,Sold,513 Ridge Street #13,Houston,77009,Harris,1300,1300,9,Woodland Heights,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,860,1.51,1.51,1965,2,1,1,0,2,1,"Traditional, Victorian",19
21160904,Rental,Sold,4418 Botany Lane,Houston,77047,Harris,1225,1178,3,Cloverland Sec 01,Medical Center South,27,Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,862,1.42,1.37,1956,3,1,1,0,1,0,"Traditional, Victorian",32
84226472,Rental,Sold,5400 S Capitol Street,Houston,77023,Harris,1300,1300,4,Young Mens,East End Revitalized,27,Houston,CAGE ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),864,1.5,1.5,1930,2,1,1,0,1,0,Contemporary/Modern,57
20901328,Rental,Sold,3326 Bayou Drive,Houston,77022,Harris,1045,1045,9,Bella Vista,Northwest Houston,27,Houston,BURRUS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,864,1.21,1.21,1948,2,1,1,0,1,0,Traditional,24
31949160,Rental,Sold,306 McGowen Street #1114,Houston,77006,Harris,1465,1465,16,Other,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,864,1.7,1.7,2010,1,1,1,0,1,1,"Traditional, Victorian",108
56737417,Rental,Sold,306 McGowen Street #2201,Houston,77006,Harris,1465,1465,16,Other,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,864,1.7,1.7,2010,1,1,1,0,1,1,"Traditional, Victorian",156
51117296,Rental,Sold,7530 Canal Street #10,Houston,77012,Harris,890,890,4,Magnolia Park Sec 02,East End Revitalized,27,Houston,DE ZAVALA ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,MILBY HIGH SCHOOL,865,1.03,1.03,2019,2,1,1,0,1,2,"Contemporary/Modern, Traditional",212
10416757,Rental,Sold,1901 Post Oak Boulevard #4114,Houston,77056,Harris,1950,2000,22,Lofts/Post Oak,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,869,2.24,2.3,2003,1,1,1,0,1,1,Contemporary/Modern,46
60614014,Rental,Sold,1901 Post Oak Boulevard #4305,Houston,77056,Harris,1395,1395,22,Lofts/Post Oak,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,869,1.61,1.61,2003,1,1,1,0,1,1,"Traditional, Victorian",42
83168862,Rental,Sold,4202 Stanford Street #10,Houston,77006,Harris,1050,1050,16,Lockhart Connor & Barziza,Montrose,27,Houston,MACGREGOR ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),870,1.21,1.21,1965,1,1,1,0,2,1,"Traditional, Victorian",43
53836181,Rental,Sold,8451 Sands Point Drive,Houston,77036,Harris,925,925,21,Townhomes On Park Ph 01,Sharpstown Area,27,Houston,NEFF ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,870,1.06,1.06,1980,1,1,1,1,1,0,"Traditional, Victorian",8
93306791,Rental,Sold,1201 Bering Drive #55,Houston,77057,Harris,1375,1375,22,Seven Oaks T/H Condo,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,871,1.58,1.58,1978,1,1,1,1,1,2,Traditional,134
38553523,Rental,Sold,3729 Thistlemont Drive,Houston,77042,Harris,925,875,21,Woodchase Village Condo,Westchase Area,2,Alief,SNEED ELEMENTARY SCHOOL,O'DONNELL MIDDLE SCHOOL,AISD DRAW,872,1.06,1,1979,1,1,1,1,1,0,"Traditional, Victorian",18
21311958,Rental,Sold,1312 Live Oak Street #203,Houston,77003,Harris,1300,1300,4,Live Oaks Lofts,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,873,1.49,1.49,1936,1,1,1,0,1,1,Contemporary/Modern,165
34725975,Rental,Sold,5050 Ambassador Way #318,Houston,77056,Harris,1050,1050,22,Ambassador At Post Oak Sec 01,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,876,1.2,1.2,1967,1,1,1,0,1,1,Colonial,46
27333717,Rental,Sold,5050 Ambassador Way #308,Houston,77056,Harris,1250,1100,22,Ambassador,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,876,1.43,1.26,1967,1,1,1,0,1,1,"Colonial, Traditional",45
79492969,Rental,Sold,4000 Purdue Street #102,Houston,77005,Harris,1300,1200,17,Hampton Oaks Condo,West University/Southside Area,27,Houston,WEST UNIVERSITY ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),876,1.48,1.37,1980,1,1,1,1,1,0,Traditional,44
58292989,Rental,Sold,2844 Winbern Street,Houston,77004,Harris,900,900,4,Holman Outlot 43,University Area,27,Houston,BLACKSHEAR ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,878,1.03,1.03,1938,2,1,1,0,1,0,Traditional,16
72267650,Rental,Pending,717 E 32nd 1/2 Street,Houston,77022,Harris,1200,,9,Mccomb L B,Northwest Houston,27,Houston,BURRUS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WASHINGTON HIGH SCHOOL,880,1.36,,1935,3,1,1,0,1,0,Other Style,29
69884726,Rental,Sold,820 W Alabama Street #2,Houston,77006,Harris,950,950,16,Montrose / Plazawood Apartments,Montrose,27,Houston,WOODROW WILSON MONTESSORI,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),880,1.08,1.08,1960,2,1,1,0,1,0,Traditional,37
55053497,Rental,Sold,8902 Ilona Lane Lane #5,Houston,77025,Harris,1150,1150,17,Braes Manor,Knollwood/Woodside Area,27,Houston,LONGFELLOW ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,880,1.31,1.31,1965,2,1,1,0,1,0,"Traditional, Victorian",170
40490256,Rental,Sold,2400 Mccue Road #236,Houston,77056,Harris,1775,2000,22,2400 Mccue Condos,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,881,2.01,2.27,2001,2,1,1,0,1,0,"Traditional, Victorian",86
