campus_number,school,district,yrs_unacceptable,rating,year
101914130,MORTON RANCH EL,KATY ISD,0.0,C,2019
101914131,BONNIE HOLLAND EL,KATY ISD,0.0,A,2019
101914132,STANLEY C STANLEY EL,KATY ISD,0.0,A,2019
101914133,TOM WILSON EL,KATY ISD,0.0,A,2019
101914134,RAY AND JAMIE WOLMAN EL,KATY ISD,0.0,A,2019
101914137,FRED AND PATTI SHAFER EL,KATY ISD,0.0,A,2019
101914138,KEIKO DAVIDSON EL,KATY ISD,0.0,A,2019
101914139,JAMES E RANDOLPH EL,KATY ISD,0.0,A,2019
101914140,JENKS EL,KATY ISD,0.0,A,2019
101914141,BETHKE EL,KATY ISD,0.0,B,2019
101914142,BRYANT EL,KATY ISD,0.0,A,2019
101914143,CAMPBELL EL,KATY ISD,0.0,A,2019
101914144,LEONARD EL,KATY ISD,0.0,Not Rated,2019
101924001,C E KING H S,SHELDON ISD,0.0,B,2019
101924012,KASE ACADEMY,SHELDON ISD,0.0,B,2019
101924014,HIGH POINT EAST,SHELDON ISD,0.0,Not Rated,2019
101924102,ROYALWOOD EL,SHELDON ISD,0.0,B,2019
101924104,L E MONAHAN EL,SHELDON ISD,0.0,D,2019
101924107,STEPHANIE CRAVENS EARLY CHILDHOOD,SHELDON ISD,0.0,B,2019
101924108,SHELDON EL,SHELDON ISD,0.0,C,2019
101924109,H M CARROLL EL,SHELDON ISD,0.0,C,2019
101924110,SHELDON EARLY CHILDHOOD ACADEMY,SHELDON ISD,0.0,C,2019
101924111,GARRETT EL,SHELDON ISD,1.0,F,2019
101924112,SHELDON LAKE EL,SHELDON ISD,0.0,Not Rated,2019
101920001,MEMORIAL H S,SPRING BRANCH ISD,0.0,A,2019
101920003,SPRING WOODS H S,SPRING BRANCH ISD,0.0,C,2019
101920005,NORTHBROOK H S,SPRING BRANCH ISD,0.0,C,2019
101920006,STRATFORD H S,SPRING BRANCH ISD,0.0,B,2019
101920014,WESTCHESTER ACADEMY FOR INTERNATIO,SPRING BRANCH ISD,0.0,A,2019
101920016,ACADEMY OF CHOICE,SPRING BRANCH ISD,0.0,C,2019
101920018,SPRING BRANCH ACADEMIC INSTITUTE,SPRING BRANCH ISD,0.0,A,2019
101920048,CORNERSTONE ACADEMY,SPRING BRANCH ISD,0.0,A,2019
101920101,BENDWOOD SCHOOL,SPRING BRANCH ISD,0.0,Not Rated,2019
101920102,BUNKER HILL EL,SPRING BRANCH ISD,0.0,A,2019
101920103,EDGEWOOD EL,SPRING BRANCH ISD,0.0,B,2019
101920104,FROSTWOOD EL,SPRING BRANCH ISD,0.0,A,2019
101920105,HOLLIBROOK EL,SPRING BRANCH ISD,0.0,B,2019
101920106,HOUSMAN EL,SPRING BRANCH ISD,0.0,D,2019
101920107,HUNTERS CREEK EL,SPRING BRANCH ISD,0.0,A,2019
101920108,MEADOW WOOD EL,SPRING BRANCH ISD,0.0,B,2019
101920109,MEMORIAL DRIVE EL,SPRING BRANCH ISD,0.0,A,2019
101920110,PINE SHADOWS EL,SPRING BRANCH ISD,0.0,C,2019
101920111,RIDGECREST EL,SPRING BRANCH ISD,0.0,B,2019
101920112,RUMMEL CREEK EL,SPRING BRANCH ISD,0.0,A,2019
101920113,SHADOW OAKS EL,SPRING BRANCH ISD,0.0,C,2019
101920114,SPRING BRANCH EL,SPRING BRANCH ISD,1.0,F,2019
101920115,VALLEY OAKS EL,SPRING BRANCH ISD,0.0,A,2019
101920116,WESTWOOD EL,SPRING BRANCH ISD,0.0,D,2019
101920117,WOODVIEW EL,SPRING BRANCH ISD,0.0,D,2019
101920118,WILCHESTER EL,SPRING BRANCH ISD,0.0,A,2019
101920119,SHERWOOD EL,SPRING BRANCH ISD,0.0,C,2019
101920120,SPRING SHADOW EL,SPRING BRANCH ISD,0.0,D,2019
101920121,NOTTINGHAM EL,SPRING BRANCH ISD,0.0,A,2019
101920122,TERRACE EL,SPRING BRANCH ISD,0.0,D,2019
101920123,THORNWOOD EL,SPRING BRANCH ISD,1.0,F,2019
101920124,CEDAR BROOK EL,SPRING BRANCH ISD,0.0,B,2019
101920125,TREASURE FOREST EL,SPRING BRANCH ISD,1.0,F,2019
101920126,BUFFALO CREEK EL,SPRING BRANCH ISD,0.0,C,2019
101920128,THE WILDCAT WAY SCHOOL,SPRING BRANCH ISD,0.0,A,2019
101920129,THE PANDA PATH SCHOOL,SPRING BRANCH ISD,0.0,B,2019
101920130,THE LION LANE SCHOOL,SPRING BRANCH ISD,0.0,B,2019
101920131,THE BEAR BLVD SCHOOL,SPRING BRANCH ISD,0.0,A,2019
101920132,THE TIGER TRAIL SCHOOL,SPRING BRANCH ISD,0.0,C,2019
101911002,LEE H S,GOOSE CREEK CISD,0.0,B,2019
101902003,MACARTHUR H S,ALDINE ISD,0.0,C,2019
101919001,SPRING H S,SPRING ISD,0.0,C,2019
